Year,Institution_name,Institution code,Language,Province Name,Column name,Value,,,,,,,,,,
2017-2018,University of Alberta,804,English, Alberta,02. Special Purpose and Trust,94944,,,,,,,,,,
2017-2018,University of Alberta,804,English, Alberta,01. General operating,1187997,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,Total funds,96657,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,08. Endowment,0,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,07. Capital,17416,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,06. Ancillary,7541,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,03. Sponsored Research - Entities Consolidated,1675,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,02. Special Purpose and Trust,4072,,,,,,,,,,
2017-2018,Trinity Western University,974,English, British Columbia,01. General operating,65953,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,Total funds,191041,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,07. Capital,25049,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,06. Ancillary,18612,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,03. Sponsored Research - Entities Consolidated,12352,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,02. Special Purpose and Trust,4024,,,,,,,,,,
2017-2018,Trent University,583,English, Ontario,01. General operating,131004,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,Total funds,3262,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,07. Capital,72,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,06. Ancillary,95,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,02. Special Purpose and Trust,87,,,,,,,,,,
2017-2018,Thorneloe University,521,English, Ontario,01. General operating,3008,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,Total funds,212173,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,08. Endowment,0,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,07. Capital,27259,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,06. Ancillary,18634,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,03. Sponsored Research - Entities Consolidated,2903,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,02. Special Purpose and Trust,4327,,,,,,,,,,
2017-2018,Thompson Rivers University,960,English, British Columbia,01. General operating,159050,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,Total funds,143850,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,08. Endowment,0,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,07. Capital,10074,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,06. Ancillary,2898,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,03. Sponsored Research - Entities Consolidated,9304,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,02. Special Purpose and Trust,5142,,,,,,,,,,
2017-2018,The University of Winnipeg,688,English, Manitoba,01. General operating,116432,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,Total funds,2636723,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,08. Endowment,0,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,07. Capital,121158,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,06. Ancillary,217075,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,85009,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,03. Sponsored Research - Entities Consolidated,486076,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,02. Special Purpose and Trust,270419,,,,,,,,,,
2017-2018,The University of British Columbia,918,English, British Columbia,01. General operating,1456986,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,Total funds,19305,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,08. Endowment,0,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,07. Capital,0,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,06. Ancillary,2044,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,03. Sponsored Research - Entities Consolidated,394,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,02. Special Purpose and Trust,0,,,,,,,,,,
2017-2018,The King's University,896,English, Alberta,01. General operating,16867,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,Total funds,39897,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,08. Endowment,0,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,07. Capital,2060,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,06. Ancillary,3270,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,03. Sponsored Research - Entities Consolidated,578,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,02. Special Purpose and Trust,3369,,,,,,,,,,
2017-2018,St. Thomas University,358,English, New Brunswick,01. General operating,30620,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,Total funds,14003,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,07. Capital,0,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,06. Ancillary,299,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2017-2018,St. Peter's Seminary,573,English, Ontario,01. General operating,13704,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,Total funds,7565,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,08. Endowment,0,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,07. Capital,0,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,06. Ancillary,0,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,02. Special Purpose and Trust,0,,,,,,,,,,
2017-2018,St. Joseph's College,898,English, Alberta,01. General operating,7565,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,Total funds,17952,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,07. Capital,0,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,06. Ancillary,3664,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2017-2018,St. Jerome's University,567,English, Ontario,01. General operating,14288,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,Total funds,140965,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,07. Capital,20533,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,06. Ancillary,23889,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,7849,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,02. Special Purpose and Trust,9989,,,,,,,,,,
2017-2018,St. Francis Xavier University,278,English, Nova Scotia,01. General operating,78705,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,Total funds,723779,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,08. Endowment,0,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,07. Capital,53310,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,06. Ancillary,37420,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,03. Sponsored Research - Entities Consolidated,127959,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,02. Special Purpose and Trust,28002,,,,,,,,,,
2017-2018,Simon Fraser University,968,English, British Columbia,01. General operating,477088,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,Total funds,142907,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,08. Endowment,0,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,07. Capital,75,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,06. Ancillary,13677,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,03. Sponsored Research - Entities Consolidated,8410,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,02. Special Purpose and Trust,7025,,,,,,,,,,
2017-2018,Saint Mary's University,288,English, Nova Scotia,01. General operating,113720,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,Total funds,828913,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,07. Capital,119805,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,06. Ancillary,35387,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,03. Sponsored Research - Entities Consolidated,49738,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,02. Special Purpose and Trust,12541,,,,,,,,,,
2017-2018,Ryerson University,565,English, Ontario,01. General operating,611442,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,Total funds,85522,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,08. Endowment,0,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,07. Capital,22128,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,06. Ancillary,1722,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,03. Sponsored Research - Entities Consolidated,2259,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,02. Special Purpose and Trust,0,,,,,,,,,,
2017-2018,Royal Roads University,997,English, British Columbia,01. General operating,59413,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,Total funds,21156,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,07. Capital,416,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,06. Ancillary,2257,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,03. Sponsored Research - Entities Consolidated,0,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,02. Special Purpose and Trust,87,,,,,,,,,,
2017-2018,Renison University College,561,English, Ontario,01. General operating,18396,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,Total funds,18895,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,07. Capital,495,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,06. Ancillary,2882,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,03. Sponsored Research - Entities Consolidated,152,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,02. Special Purpose and Trust,0,,,,,,,,,,
2017-2018,Redeemer University College,560,English, Ontario,01. General operating,15366,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,Total funds,946798,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,07. Capital,112580,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,06. Ancillary,67008,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,04. Sponsored Research - Entities Not Consolidated,5223,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,03. Sponsored Research - Entities Consolidated,171804,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,02. Special Purpose and Trust,50845,,,,,,,,,,
2017-2018,Queen's University,558,English, Ontario,01. General operating,539338,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,Total funds,93314,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,08. Endowment,0,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,07. Capital,14539,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,06. Ancillary,0,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,04. Sponsored Research - Entities Not Consolidated,0,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,03. Sponsored Research - Entities Consolidated,4742,,,,,,,,,,
2017-2018,OCAD University,549,English, Ontario,02. Special Purpose and Trust,1040,,,,,,,,,,
